ean
4.26E+12
4.03E+12
6.72E+11
4.05E+12
8.72E+12
6.94E+12
5.71E+12
7.61E+11
4.06E+12
8.90E+11
4.03E+12
4.02E+12
8.72E+12
4.95E+12
4.03E+12
8.71E+12
4.55E+12
4.55E+12
4.55E+12
4.55E+12
4.55E+12
8.71E+12
8.10E+11
6.94E+12
4.05E+12
8.90E+11
8.72E+12
4.26E+12
6.72E+11
4.04E+12
1.91E+11
4.55E+12
8.18E+11
4.25E+12
1.90E+11
4.01E+12
4.05E+12
5.10E+12
85896640202
4.02E+12
8.86E+11
4.71E+12
8.90E+11
8.90E+11
8.90E+11
4.02E+12
8.72E+12
4.71E+12
4.03E+12
4.02E+12
8.89E+12
7.18E+11
8.44E+11
7.31E+11
4.02E+12
6.72E+11
4.03E+12
4.03E+12
4.04E+12
1.91E+11
1.91E+11
1.91E+11
1.91E+11
4.26E+12
6.50E+11
6.50E+11
6.50E+11
6.50E+11
4.71E+12
8.44E+11
4.71E+12
1.91E+11
4.06E+12
4.71E+12
5.06E+12
4.02E+12
4.71E+12
4.57E+12
4.04E+12
4.04E+12
4.04E+12
4.04E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.02E+12
6.20E+11
28121500667
4.02E+12
4.05E+12
8.10E+11
4.71E+12
4.71E+12
4.71E+12
4.90E+12
8.73E+11
4.90E+12
4.98E+12
1.91E+11
7.18E+11
8.72E+12
8.86E+11
4.25E+12
4.71E+12
4.04E+12
6.72E+11
8.90E+11
1.91E+11
1.91E+11
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.05E+12
1.91E+11
4.98E+12
4.25E+12
4.98E+12
4.98E+12
4.98E+12
4.98E+12
4.98E+12
8.10E+11
8.72E+12
8.72E+12
8.72E+12
8.72E+12
8.72E+12
8.72E+12
8.72E+12
8.80E+12
8.72E+12
8.72E+12
8.72E+12
8.72E+12
8.72E+12
4.25E+12
4.06E+12
5.10E+12
4.53E+12
5.10E+12
5.10E+12
5.10E+12
4.05E+12
4.05E+12
4.05E+12
5.10E+12
5.10E+12
4.98E+12
6.72E+11
1.91E+11
1.91E+11
1.91E+11
1.91E+11
4.71E+12
4.03E+12
4.03E+12
4.03E+12
4.71E+12
4.71E+12
4.26E+12
4.25E+12
8.81E+12
5.10E+12
8.10E+11
4.98E+12
4.98E+12
1.90E+11
1.90E+11
6.72E+11
5.10E+12
4.26E+12
4.55E+12
7.18E+11
8.90E+11
7.18E+11
6.94E+12
8.81E+12
4.26E+12
8.71E+12
4.02E+12
4.02E+12
4.02E+12
4.02E+12
4.02E+12
4.02E+12
4.25E+12
6.72E+11
1.92E+11
4.98E+12
5.71E+12
5.71E+12
6.72E+11
8.30E+11
1.90E+11
4.26E+12
6.94E+12
6.94E+12
8.88E+11
8.72E+12
7.18E+11
7.18E+11
5.10E+12
5.71E+12
4.02E+12
8.90E+11
6.06E+11
5.41E+12
1.90E+11
6.72E+11
6.72E+11
6.94E+12
6.94E+12
6.72E+11
6.72E+11
6.72E+11
6.72E+11
6.72E+11
6.72E+11
6.72E+11
6.72E+11
6.72E+11
6.50E+11
4.04E+12
6.72E+11
7.18E+11
5.71E+12
4.95E+12
4.72E+12
4.04E+12
4.02E+12
4.72E+12
7.18E+11
7.18E+11
7.18E+11
7.18E+11
5.71E+12
7.18E+11
8.72E+12
6.72E+11
6.72E+11
8.90E+11
4.98E+12
1.92E+11
1.92E+11
6.33E+11
6.33E+11
6.33E+11
6.33E+11
4.98E+12
4.98E+12
4.98E+12
4.98E+12
8.72E+12
5.10E+12
97855133250
6.94E+12
6.72E+11
4.95E+12
4.71E+12
8.72E+12
7.41E+11
4.04E+12
7.90E+11
4.04E+12
8.72E+12
6.20E+11
6.20E+11
6.50E+11
4.72E+12
8.81E+12
4.02E+12
5.10E+12
4.26E+12
1.92E+11

4.53E+12
6.72E+11
4.05E+12
4.72E+12
7.31E+11
6.39E+11
7.18E+11
8.44E+11
1.92E+11
8.85E+11
4.55E+12
5.10E+12
1.92E+11
4.03E+12
4.71E+12
6.76E+11
8.81E+12
5.40E+12
5.40E+12
5.40E+12
5.40E+12
4.25E+12
4.71E+12
8.80E+12
7.18E+11
4.06E+12
4.98E+12
4.26E+12
1.91E+11
1.91E+11
1.91E+11
1.91E+11
7.18E+11
4.02E+12
7.18E+11
8.83E+11
6.72E+11
8.10E+11
8.18E+11
4.25E+12
4.05E+12
8.81E+12
8.81E+12
6.72E+11
8.72E+12
8.72E+12

8.86E+11
6.72E+11
4.02E+12
4.72E+12
8.90E+11
8.90E+11
8.90E+11
1.92E+11
4.03E+12
1.91E+11
5.10E+12
5.10E+12

8.72E+12
8.72E+12
4.02E+12
4.02E+12
4.02E+12
4.02E+12
4.02E+12
6.72E+11
6.94E+12
8.72E+12
4.98E+12
6.72E+11
5.03E+12
51128789636
6.72E+11
8.88E+11
4.71E+12
6.94E+12
7.41E+11
5.10E+12
8.83E+11
8.72E+12
4.02E+12
4.71E+12
8.72E+12
7.64E+12
8.72E+12
8.72E+12
8.72E+12
1.91E+11
7.41E+11
4.98E+12
4.98E+12
4.98E+12
4.98E+12
6.72E+11
6.50E+11
6.50E+11
8.83E+11
4.55E+12
7.61E+11
7.61E+11
17229164116
4.98E+12
4.26E+12
51128004371
8.90E+11
8.90E+11
8.90E+11
8.90E+11
8.90E+11
8.90E+11
8.90E+11
8.90E+11
8.90E+11
5.40E+12
5.10E+12
8.43E+11
5.40E+12
4.25E+12
8.18E+11
7.41E+11
4.71E+12
4.98E+12
5.03E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
7.36E+11
7.36E+11
4.04E+12
4.04E+12
1.90E+11
4.26E+12
4.26E+12
4.26E+12
1.92E+11
4.90E+12
4.90E+12
8.81E+12
7.18E+11
4.95E+12
5.40E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
4.26E+12
7.31E+11
8.81E+12
7.31E+11
1.91E+11
6.94E+12
4.05E+12
5.10E+12
8.72E+12
1.91E+11
6.33E+11
6.33E+11
6.33E+11
6.33E+11
4.25E+12
4.25E+12
4.25E+12
4.53E+12
5.10E+12
6.20E+11
6.72E+11
4.72E+12
7.41E+11
4.02E+12
51128007310
7.61E+11
4.71E+12
4.72E+12
6.72E+11

7.64E+12
1.93E+11
4.72E+12
5.40E+12
7.61E+11

5.40E+12
4.90E+12
4.90E+12
6.72E+11
4.72E+12
7.31E+11
6.72E+11
4.90E+12
4.06E+12
6.50E+11
4.05E+12
8.30E+11
5.42E+12
4.55E+12
4.03E+12
4.03E+12
6.72E+11
4.98E+12
5.40E+12
6.72E+11
8.72E+12
7.31E+11
4.26E+12
6.20E+11
6.20E+11
6.20E+11
4.90E+12
4.90E+12
4.90E+12
4.90E+12
4.90E+12
4.90E+12

7.36E+11
4.26E+12
4.26E+12

5.71E+12
4.26E+12
1.93E+11
6.94E+12
8.30E+11
6.94E+12
4.90E+12
4.05E+12
4.05E+12
7.18E+11
7.18E+11
8.72E+12
4.04E+12
6.72E+11
7.64E+12
7.31E+11
6.72E+11
6.72E+11
7.18E+11
7.18E+11
7.18E+11
4.94E+12
6.72E+11
6.76E+11
4.55E+12
7.18E+11
7.18E+11
7.18E+11
7.64E+11
4.98E+12
7.31E+11
8.44E+11
6.94E+12
6.72E+11
5.03E+12
5.10E+12
5.10E+12
5.03E+12
5.03E+12
5.03E+12
5.03E+12
5.03E+12
4.72E+12
97855131171
4.90E+12
4.72E+12
4.71E+12
4.25E+12
4.25E+12
4.25E+12
4.25E+12
6.20E+11
4.06E+12
4.06E+12
6.72E+11
1.92E+11
4.04E+12
4.04E+12
4.04E+12
4.04E+12
4.04E+12
5.10E+12
4.25E+12
4.71E+12
6.76E+11
4.98E+12
4.95E+12
4.02E+12
85896644408
4.55E+12
8.90E+11
4.98E+12
4.25E+12
7.64E+12
8.81E+12

5.71E+12

4.06E+12
6.94E+12
6.94E+12
6.20E+11
5.71E+12
6.20E+11
7.18E+11
8.72E+12
4.02E+12
4.02E+12
4.98E+12
8.81E+12
8.81E+12
5.10E+12
8.18E+11
5.41E+12
1.90E+11
1.90E+11
3.54E+12
5.70E+12
4.25E+12
8.81E+12
8.81E+12
8.81E+12
5.10E+12
6.33E+11
1.90E+11
1.90E+11
1.90E+11
4.25E+12
1.90E+11
1.90E+11
4.98E+12
4.57E+12
7.64E+11
7.18E+11
7.31E+11
4.04E+12
4.72E+12
8.90E+11
7.31E+11
4.04E+12
7.41E+11
6.72E+11
97855142955
8.44E+11
5.10E+12
5.10E+12
5.10E+12
5.10E+12
4.25E+12
4.72E+12
5.71E+12
